ID,Year,Area code,Area name,SOC code,Occupational title,Employment,Average wage,25th Percentile,50th Percentile,75th Percentile,Annual wage
1685,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",53-7021,Crane & Tower Operators,446,$31.91,$22.91,$31.50,$40.46,$66370.00
1686,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",53-7021,Crane & Tower Operators,710,$34.55,$24.54,$34.76,$44.26,$71854.00
1687,2017,44060,"Spokane-Spokane Valley, WA",53-7021,Crane & Tower Operators,,$33.80,$29.90,$34.96,$38.62,$70282.00
1688,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",53-7021,Crane & Tower Operators,163,$32.00,$24.44,$33.28,$38.87,$66555.00
1689,2017,48300,"Wenatchee, WA",53-7021,Crane & Tower Operators,35,$32.86,$19.66,$35.98,$40.48,$68362.00
1690,2017,530004,Eastern WA Nonmetropolitan Area (NMA),53-7021,Crane & Tower Operators,,$37.59,$33.57,$37.60,$41.91,$78169.00
1691,2017,53,Washington State,13-2041,Credit Analysts,904,$40.04,$27.37,$37.48,$49.35,$83277.00
1692,2017,13380,"Bellingham, WA",13-2041,Credit Analysts,27,$38.21,$22.01,$26.78,$61.28,$79491.00
1693,2017,28420,"Kennewick-Richland, WA",13-2041,Credit Analysts,,$35.75,$22.43,$25.92,$53.70,$74358.00
1694,2017,36500,"Olympia-Tumwater, WA",13-2041,Credit Analysts,38,$30.62,$19.04,$27.20,$40.92,$63685.00
1695,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-2041,Credit Analysts,509,$37.93,$28.36,$35.90,$45.18,$78899.00
1696,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2041,Credit Analysts,588,$40.70,$29.76,$39.43,$48.92,$84654.00
1697,2017,44060,"Spokane-Spokane Valley, WA",13-2041,Credit Analysts,90,$41.30,$28.44,$35.36,$55.87,$85899.00
1698,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",13-2041,Credit Analysts,41,$43.02,$24.57,$37.18,$63.84,$89481.00
1699,2017,48300,"Wenatchee, WA",13-2041,Credit Analysts,23,$34.06,$22.55,$27.60,$48.54,$70848.00
1700,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),13-2041,Credit Analysts,13,$34.93,$18.61,$36.27,$47.31,$72644.00
1701,2017,53,Washington State,43-4041,"Credit Authorizers, Checkers & Clerks",378,$25.72,$17.51,$21.08,$28.62,$53505.00
1702,2017,13380,"Bellingham, WA",43-4041,"Credit Authorizers, Checkers & Clerks",15,$23.01,$19.27,$22.31,$25.11,$47859.00
1703,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",43-4041,"Credit Authorizers, Checkers & Clerks",255,$22.48,$18.20,$21.62,$24.92,$46776.00
1704,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",43-4041,"Credit Authorizers, Checkers & Clerks",230,,,,,
1705,2017,44060,"Spokane-Spokane Valley, WA",43-4041,"Credit Authorizers, Checkers & Clerks",63,$18.12,$15.15,$17.49,$19.49,$37699.00
1706,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",43-4041,"Credit Authorizers, Checkers & Clerks",,$21.02,$17.20,$21.17,$25.26,$43733.00
1707,2017,53,Washington State,13-2071,Credit Counselors,415,$23.83,$20.36,$22.78,$25.40,$49552.00
1708,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-2071,Credit Counselors,297,$26.63,$18.85,$23.89,$30.22,$55399.00
1709,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2071,Credit Counselors,261,$24.66,$21.22,$23.27,$25.45,$51307.00
1710,2017,44060,"Spokane-Spokane Valley, WA",13-2071,Credit Counselors,44,$22.19,$17.78,$20.66,$25.14,$46154.00
1711,2017,47460,"Walla Walla, WA",13-2071,Credit Counselors,11,$17.88,$16.36,$17.89,$19.36,$37184.00
1712,2017,53,Washington State,25-1111,"Criminal Justice & Law Enforcement Teachers, Postsecondary",256,,,,,$55422.00
1713,2017,36500,"Olympia-Tumwater, WA",25-1111,"Criminal Justice & Law Enforcement Teachers, Postsecondary",,,,,,$61892.00
1714,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",25-1111,"Criminal Justice & Law Enforcement Teachers, Postsecondary",40,,,,,$57386.00
1715,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",25-1111,"Criminal Justice & Law Enforcement Teachers, Postsecondary",,,,,,$59432.00
1716,2017,53,Washington State,33-9091,Crossing Guards,1792,$29.82,$15.04,$27.51,$37.64,$62009.00
1717,2017,13380,"Bellingham, WA",33-9091,Crossing Guards,43,$22.48,$17.77,$21.70,$25.92,$46756.00
1718,2017,28420,"Kennewick-Richland, WA",33-9091,Crossing Guards,,$29.26,$23.72,$29.56,$35.07,$60859.00
1719,2017,31020,"Longview, WA",33-9091,Crossing Guards,12,$18.69,$12.46,$19.57,$23.49,$38878.00
1720,2017,34580,"Mount Vernon-Anacortes, WA",33-9091,Crossing Guards,,$26.18,$16.01,$32.48,$36.60,$54450.00
1721,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",33-9091,Crossing Guards,1524,$15.53,$11.41,$12.94,$19.30,$32294.00
1722,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",33-9091,Crossing Guards,,$30.26,$12.49,$29.04,$37.99,$62944.00
1723,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",33-9091,Crossing Guards,119,$28.36,$17.79,$24.13,$36.25,$58979.00
1724,2017,530004,Eastern WA Nonmetropolitan Area (NMA),33-9091,Crossing Guards,27,$22.57,$16.36,$21.91,$24.94,$46951.00
1725,2017,53,Washington State,51-9021,Crush/Grind/Polishing Machine Setters/Operators & Tenders,420,$16.49,$12.78,$15.35,$19.59,$34295.00
1726,2017,13380,"Bellingham, WA",51-9021,Crush/Grind/Polishing Machine Setters/Operators & Tenders,31,$13.99,$11.74,$13.34,$15.30,$29098.00
1727,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-9021,Crush/Grind/Polishing Machine Setters/Operators & Tenders,281,$19.09,$14.36,$18.10,$23.14,$39716.00
1728,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",51-9021,Crush/Grind/Polishing Machine Setters/Operators & Tenders,144,$18.60,$13.89,$18.70,$22.92,$38685.00
1729,2017,44060,"Spokane-Spokane Valley, WA",51-9021,Crush/Grind/Polishing Machine Setters/Operators & Tenders,33,$15.80,$13.07,$14.49,$17.19,$32866.00
1730,2017,49420,"Yakima, WA",51-9021,Crush/Grind/Polishing Machine Setters/Operators & Tenders,23,$14.52,$11.38,$13.51,$17.12,$30201.00
1731,2017,530004,Eastern WA Nonmetropolitan Area (NMA),51-9021,Crush/Grind/Polishing Machine Setters/Operators & Tenders,,$19.90,$17.45,$19.24,$22.49,$41381.00
1732,2017,53,Washington State,25-4012,Curators,291,$29.30,$21.56,$26.92,$35.84,$60930.00
1733,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",25-4012,Curators,57,$32.42,$23.94,$30.92,$38.52,$67442.00
1734,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",25-4012,Curators,117,$33.13,$22.85,$29.79,$41.16,$68910.00
1735,2017,44060,"Spokane-Spokane Valley, WA",25-4012,Curators,,$23.29,$15.11,$22.10,$28.29,$48445.00
1736,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",25-4012,Curators,42,$29.69,$25.03,$32.04,$35.76,$61751.00
1737,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),25-4012,Curators,17,$25.83,$24.63,$26.80,$29.27,$53741.00
1738,2017,53,Washington State,43-4051,Customer Service Representatives,55681,$18.66,$14.09,$17.82,$22.23,$38802.00
1739,2017,13380,"Bellingham, WA",43-4051,Customer Service Representatives,1395,$16.68,$13.32,$15.21,$19.17,$34707.00
1740,2017,14740,"Bremerton-Silverdale, WA",43-4051,Customer Service Representatives,758,$16.67,$12.69,$15.12,$18.94,$34687.00
1741,2017,28420,"Kennewick-Richland, WA",43-4051,Customer Service Representatives,1986,$18.23,$12.84,$16.91,$22.72,$37903.00
1742,2017,30300,"Lewiston, ID-WA",43-4051,Customer Service Representatives,317,$16.16,$12.67,$15.47,$19.03,$33625.00
1743,2017,31020,"Longview, WA",43-4051,Customer Service Representatives,343,$15.60,$11.37,$13.88,$18.19,$32440.00
1744,2017,34580,"Mount Vernon-Anacortes, WA",43-4051,Customer Service Representatives,413,$16.31,$12.81,$15.01,$19.38,$33911.00
1745,2017,36500,"Olympia-Tumwater, WA",43-4051,Customer Service Representatives,3061,$16.32,$12.21,$16.08,$19.20,$33931.00
1746,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",43-4051,Customer Service Representatives,19155,$18.09,$13.68,$17.15,$21.71,$37627.00
1747,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",43-4051,Customer Service Representatives,33415,$19.67,$15.15,$18.80,$23.23,$40895.00
1748,2017,44060,"Spokane-Spokane Valley, WA",43-4051,Customer Service Representatives,5227,$16.52,$12.05,$15.92,$19.50,$34370.00
1749,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",43-4051,Customer Service Representatives,4226,$18.00,$13.78,$17.01,$20.86,$37433.00
1750,2017,47460,"Walla Walla, WA",43-4051,Customer Service Representatives,130,$16.95,$12.35,$15.54,$19.49,$35248.00
1751,2017,48300,"Wenatchee, WA",43-4051,Customer Service Representatives,307,$15.74,$12.37,$14.33,$17.38,$32726.00
1752,2017,49420,"Yakima, WA",43-4051,Customer Service Representatives,782,$18.01,$13.16,$16.93,$22.35,$37454.00
1753,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),43-4051,Customer Service Representatives,454,$17.43,$12.56,$16.08,$20.37,$36249.00
1754,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),43-4051,Customer Service Representatives,463,$17.92,$13.90,$17.27,$21.05,$37270.00
1755,2017,530003,Central WA Nonmetropolitan Area (NMA),43-4051,Customer Service Representatives,225,$15.89,$12.36,$15.04,$18.61,$33053.00
1756,2017,530004,Eastern WA Nonmetropolitan Area (NMA),43-4051,Customer Service Representatives,303,$17.73,$13.78,$16.93,$20.08,$36872.00
1757,2017,53,Washington State,51-4031,"Cut/Punch/Press Mach Setters/Oprs/Tenders, Metal/Plastic",2240,$20.47,$15.41,$18.53,$23.16,$42585.00
1758,2017,31020,"Longview, WA",51-4031,"Cut/Punch/Press Mach Setters/Oprs/Tenders, Metal/Plastic",39,$17.34,$13.77,$15.54,$19.84,$36061.00
1759,2017,34580,"Mount Vernon-Anacortes, WA",51-4031,"Cut/Punch/Press Mach Setters/Oprs/Tenders, Metal/Plastic",30,$19.23,$16.32,$18.81,$22.23,$39992.00
1760,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4031,"Cut/Punch/Press Mach Setters/Oprs/Tenders, Metal/Plastic",1205,$18.79,$14.16,$17.35,$21.45,$39073.00
1761,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",51-4031,"Cut/Punch/Press Mach Setters/Oprs/Tenders, Metal/Plastic",973,$22.94,$16.64,$20.01,$25.85,$47731.00
1762,2017,44060,"Spokane-Spokane Valley, WA",51-4031,"Cut/Punch/Press Mach Setters/Oprs/Tenders, Metal/Plastic",300,$16.41,$13.37,$15.63,$18.79,$34132.00
1763,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",51-4031,"Cut/Punch/Press Mach Setters/Oprs/Tenders, Metal/Plastic",384,$20.43,$15.25,$18.31,$23.40,$42493.00
1764,2017,49420,"Yakima, WA",51-4031,"Cut/Punch/Press Mach Setters/Oprs/Tenders, Metal/Plastic",196,$18.16,$15.57,$17.71,$20.20,$37776.00
1765,2017,53,Washington State,51-9031,"Cutters & Trimmers, Hand",,$16.60,$13.86,$16.14,$18.83,$34530.00
1766,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-9031,"Cutters & Trimmers, Hand",202,$17.58,$12.35,$18.24,$22.60,$36561.00
1767,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",51-9031,"Cutters & Trimmers, Hand",,$16.85,$14.11,$16.41,$18.96,$35030.00
1768,2017,44060,"Spokane-Spokane Valley, WA",51-9031,"Cutters & Trimmers, Hand",42,$14.76,$11.82,$14.47,$17.50,$30711.00
1769,2017,53,Washington State,51-9032,Cutting & Slicing Machine Setters/Operators & Tenders,1740,$18.99,$14.44,$17.61,$22.79,$39502.00
1770,2017,13380,"Bellingham, WA",51-9032,Cutting & Slicing Machine Setters/Operators & Tenders,,$19.19,$15.09,$17.96,$22.30,$39931.00
1771,2017,28420,"Kennewick-Richland, WA",51-9032,Cutting & Slicing Machine Setters/Operators & Tenders,137,$15.64,$13.63,$14.95,$17.36,$32539.00
1772,2017,31020,"Longview, WA",51-9032,Cutting & Slicing Machine Setters/Operators & Tenders,,$20.23,$15.88,$18.28,$24.37,$42075.00
1773,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-9032,Cutting & Slicing Machine Setters/Operators & Tenders,546,$19.85,$16.76,$19.43,$23.13,$41289.00
1774,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",51-9032,Cutting & Slicing Machine Setters/Operators & Tenders,735,$20.10,$16.10,$19.07,$24.09,$41820.00
1775,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",51-9032,Cutting & Slicing Machine Setters/Operators & Tenders,346,$21.54,$15.36,$19.03,$27.15,$44801.00
1776,2017,49420,"Yakima, WA",51-9032,Cutting & Slicing Machine Setters/Operators & Tenders,,$18.93,$14.47,$17.92,$22.96,$39369.00
1777,2017,530004,Eastern WA Nonmetropolitan Area (NMA),51-9032,Cutting & Slicing Machine Setters/Operators & Tenders,173,$15.36,$13.50,$14.53,$15.65,$31936.00
1778,2017,53,Washington State,43-9021,Data Entry Keyers,2716,$18.26,$14.10,$17.68,$21.70,$37985.00
1779,2017,13380,"Bellingham, WA",43-9021,Data Entry Keyers,,$17.65,$15.17,$17.64,$19.75,$36719.00
1780,2017,14740,"Bremerton-Silverdale, WA",43-9021,Data Entry Keyers,35,$15.15,$11.81,$14.18,$17.98,$31531.00
1781,2017,28420,"Kennewick-Richland, WA",43-9021,Data Entry Keyers,35,$18.55,$15.26,$18.56,$21.39,$38587.00
1782,2017,30300,"Lewiston, ID-WA",43-9021,Data Entry Keyers,33,$17.04,$14.36,$16.53,$18.68,$35452.00
1783,2017,34580,"Mount Vernon-Anacortes, WA",43-9021,Data Entry Keyers,14,$18.73,$16.14,$18.51,$21.59,$38945.00
1784,2017,36500,"Olympia-Tumwater, WA",43-9021,Data Entry Keyers,126,$17.76,$14.47,$18.01,$21.02,$36943.00
1785,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",43-9021,Data Entry Keyers,1235,$15.26,$12.47,$14.62,$17.76,$31736.00
1786,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",43-9021,Data Entry Keyers,1491,$19.97,$16.13,$19.39,$23.29,$41538.00
1787,2017,44060,"Spokane-Spokane Valley, WA",43-9021,Data Entry Keyers,461,$14.30,$11.33,$13.07,$15.30,$29734.00
1788,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",43-9021,Data Entry Keyers,231,$16.16,$13.07,$14.93,$19.21,$33614.00
1789,2017,47460,"Walla Walla, WA",43-9021,Data Entry Keyers,23,$19.84,$18.33,$21.02,$21.58,$41273.00
1790,2017,48300,"Wenatchee, WA",43-9021,Data Entry Keyers,19,$17.15,$13.72,$15.66,$20.49,$35667.00
1791,2017,49420,"Yakima, WA",43-9021,Data Entry Keyers,31,$16.78,$13.94,$15.95,$19.36,$34891.00
1792,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),43-9021,Data Entry Keyers,19,$19.55,$15.36,$20.06,$22.06,$40680.00
1793,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),43-9021,Data Entry Keyers,79,$18.92,$14.42,$19.07,$22.09,$39353.00
1794,2017,530003,Central WA Nonmetropolitan Area (NMA),43-9021,Data Entry Keyers,12,$15.99,$13.59,$15.29,$18.19,$33257.00
1795,2017,53,Washington State,15-1141,Database Administrators,2072,$45.40,$32.60,$46.65,$57.73,$94418.00
1796,2017,13380,"Bellingham, WA",15-1141,Database Administrators,15,$41.87,$34.23,$42.70,$50.29,$87107.00
1797,2017,14740,"Bremerton-Silverdale, WA",15-1141,Database Administrators,25,$42.68,$28.67,$38.20,$54.83,$88788.00
1798,2017,28420,"Kennewick-Richland, WA",15-1141,Database Administrators,33,$37.18,$24.36,$33.61,$50.80,$77335.00
1799,2017,36500,"Olympia-Tumwater, WA",15-1141,Database Administrators,51,$36.79,$28.77,$38.34,$45.11,$76515.00
1800,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",15-1141,Database Administrators,826,$41.76,$31.89,$41.19,$51.77,$86864.00
1801,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1141,Database Administrators,1655,$47.62,$36.87,$49.38,$59.13,$99056.00
1802,2017,44060,"Spokane-Spokane Valley, WA",15-1141,Database Administrators,101,$28.48,$19.09,$25.58,$34.62,$59229.00
1803,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",15-1141,Database Administrators,63,$38.70,$26.87,$38.15,$49.99,$80495.00
1804,2017,49420,"Yakima, WA",15-1141,Database Administrators,11,$28.56,$21.61,$28.39,$35.14,$59401.00
1805,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),15-1141,Database Administrators,10,$41.56,$31.39,$38.68,$54.67,$86429.00
1806,2017,530004,Eastern WA Nonmetropolitan Area (NMA),15-1141,Database Administrators,14,$47.22,$41.01,$46.85,$55.70,$98206.00
1807,2017,53,Washington State,41-9011,Demonstrators & Product Promoters,2443,$13.54,$11.82,$13.16,$14.59,$28170.00
1808,2017,14740,"Bremerton-Silverdale, WA",41-9011,Demonstrators & Product Promoters,121,$13.96,$11.90,$13.29,$14.91,$29040.00
1809,2017,28420,"Kennewick-Richland, WA",41-9011,Demonstrators & Product Promoters,195,$13.56,$12.02,$13.15,$14.33,$28200.00
1810,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",41-9011,Demonstrators & Product Promoters,1291,$13.38,$11.60,$13.01,$14.38,$27830.00
1811,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",41-9011,Demonstrators & Product Promoters,1036,$14.07,$12.24,$13.71,$15.15,$29260.00
1812,2017,44060,"Spokane-Spokane Valley, WA",41-9011,Demonstrators & Product Promoters,84,$11.13,$10.47,$11.14,$11.82,$23150.00
1813,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",41-9011,Demonstrators & Product Promoters,168,$12.12,$10.96,$11.97,$13.16,$25200.00
1814,2017,47460,"Walla Walla, WA",41-9011,Demonstrators & Product Promoters,132,$16.08,$13.59,$15.64,$18.51,$33440.00
1815,2017,49420,"Yakima, WA",41-9011,Demonstrators & Product Promoters,90,$12.92,$11.62,$12.87,$14.12,$26870.00
1816,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),41-9011,Demonstrators & Product Promoters,,$12.26,$10.71,$11.57,$12.38,$25510.00
1817,2017,530003,Central WA Nonmetropolitan Area (NMA),41-9011,Demonstrators & Product Promoters,,$14.08,$11.73,$13.27,$14.68,$29280.00
1818,2017,53,Washington State,31-9091,Dental Assistants,10323,$20.02,$16.79,$19.54,$23.25,$41631.00
1819,2017,13380,"Bellingham, WA",31-9091,Dental Assistants,223,$20.37,$18.02,$20.26,$22.95,$42370.00
1820,2017,14740,"Bremerton-Silverdale, WA",31-9091,Dental Assistants,433,$21.07,$17.64,$20.47,$23.92,$43818.00
1821,2017,28420,"Kennewick-Richland, WA",31-9091,Dental Assistants,331,$20.76,$16.96,$19.97,$24.96,$43182.00
1822,2017,30300,"Lewiston, ID-WA",31-9091,Dental Assistants,69,$19.01,$16.76,$18.44,$20.48,$39535.00
1823,2017,31020,"Longview, WA",31-9091,Dental Assistants,129,$19.74,$16.98,$18.92,$22.70,$41055.00
1824,2017,34580,"Mount Vernon-Anacortes, WA",31-9091,Dental Assistants,,$19.96,$17.49,$19.49,$22.52,$41518.00
1825,2017,36500,"Olympia-Tumwater, WA",31-9091,Dental Assistants,460,$21.29,$18.20,$21.47,$23.91,$44291.00
1826,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",31-9091,Dental Assistants,3560,$21.10,$17.57,$21.32,$24.33,$43880.00
1827,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",31-9091,Dental Assistants,4675,$20.83,$17.63,$20.33,$23.85,$43336.00
1828,2017,44060,"Spokane-Spokane Valley, WA",31-9091,Dental Assistants,650,$19.46,$17.36,$19.16,$21.80,$40491.00
1829,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",31-9091,Dental Assistants,1270,$17.81,$14.11,$16.70,$21.13,$37060.00
1830,2017,47460,"Walla Walla, WA",31-9091,Dental Assistants,71,$17.12,$13.65,$15.18,$20.60,$35622.00
1831,2017,48300,"Wenatchee, WA",31-9091,Dental Assistants,126,$20.56,$16.73,$19.87,$24.79,$42771.00
1832,2017,49420,"Yakima, WA",31-9091,Dental Assistants,406,$17.95,$13.62,$15.66,$22.24,$37347.00
1833,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),31-9091,Dental Assistants,165,$21.96,$18.26,$21.84,$25.51,$45678.00
1834,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),31-9091,Dental Assistants,243,$20.40,$15.64,$21.02,$24.21,$42422.00
1835,2017,530003,Central WA Nonmetropolitan Area (NMA),31-9091,Dental Assistants,76,$17.69,$14.66,$17.66,$21.04,$36793.00
1836,2017,530004,Eastern WA Nonmetropolitan Area (NMA),31-9091,Dental Assistants,139,$18.74,$15.45,$17.65,$20.20,$38960.00
1837,2017,53,Washington State,29-2021,Dental Hygienists,5800,$43.89,$40.27,$44.96,$49.51,$91289.00
1838,2017,13380,"Bellingham, WA",29-2021,Dental Hygienists,146,$44.20,$42.10,$45.00,$47.91,$91948.00
1839,2017,14740,"Bremerton-Silverdale, WA",29-2021,Dental Hygienists,167,$48.39,$43.70,$47.48,$52.57,$100656.00
1840,2017,28420,"Kennewick-Richland, WA",29-2021,Dental Hygienists,243,$44.56,$41.05,$44.79,$48.53,$92667.00
1841,2017,30300,"Lewiston, ID-WA",29-2021,Dental Hygienists,54,$38.97,$33.91,$38.12,$44.73,$81062.00
1842,2017,31020,"Longview, WA",29-2021,Dental Hygienists,79,$49.40,$42.56,$47.75,$55.77,$102752.00
1843,2017,34580,"Mount Vernon-Anacortes, WA",29-2021,Dental Hygienists,110,$45.55,$42.93,$45.85,$48.78,$94753.00
1844,2017,36500,"Olympia-Tumwater, WA",29-2021,Dental Hygienists,225,$46.81,$43.03,$47.05,$51.11,$97375.00
1845,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",29-2021,Dental Hygienists,2507,$37.18,$33.77,$37.16,$41.40,$77355.00
1846,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",29-2021,Dental Hygienists,2736,$45.19,$41.52,$46.20,$51.10,$93993.00
1847,2017,44060,"Spokane-Spokane Valley, WA",29-2021,Dental Hygienists,562,$40.43,$36.14,$41.90,$46.98,$84110.00
1848,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",29-2021,Dental Hygienists,407,$41.77,$41.25,$44.67,$48.08,$86874.00
1849,2017,47460,"Walla Walla, WA",29-2021,Dental Hygienists,42,$41.91,$39.49,$43.04,$46.61,$87178.00
1850,2017,48300,"Wenatchee, WA",29-2021,Dental Hygienists,56,$43.87,$38.34,$43.97,$49.13,$91249.00
1851,2017,49420,"Yakima, WA",29-2021,Dental Hygienists,144,$43.25,$38.90,$43.26,$47.93,$89973.00
1852,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),29-2021,Dental Hygienists,173,$50.79,$45.58,$50.85,$57.59,$105638.00
1853,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),29-2021,Dental Hygienists,,$41.83,$36.34,$42.09,$47.12,$87006.00
1854,2017,530003,Central WA Nonmetropolitan Area (NMA),29-2021,Dental Hygienists,,$43.30,$40.97,$44.52,$48.06,$90064.00
1855,2017,530004,Eastern WA Nonmetropolitan Area (NMA),29-2021,Dental Hygienists,67,$41.69,$40.70,$44.03,$47.36,$86702.00
1856,2017,53,Washington State,51-9081,Dental Laboratory Technicians,912,$21.23,$16.32,$20.52,$25.32,$44147.00
1857,2017,13380,"Bellingham, WA",51-9081,Dental Laboratory Technicians,52,$20.41,$16.99,$20.80,$23.42,$42442.00
