Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,2,Central New York Region, 17-3026,Industrial Engineering Technicians,130,$56200,$52280,$42160,$63220
10,2,Central New York Region, 17-3027,Mechanical Engineering Technicians,100,$50720,$47920,$37020,$57570
10,2,Central New York Region, 17-3029,"Engineering Technicians, Except Drafters, All Other",80,$47860,$51150,$30610,$56490
10,2,Central New York Region, 17-3031,Surveying and Mapping Technicians,100,$39870,$39130,$30090,$44750
10,2,Central New York Region, 19-0000,"Life, Physical, and Social Science Occupations",3760,$86600,$71860,$36700,$111550
10,2,Central New York Region, 19-1012,Food Scientists and Technologists,n/a,$42020,$37110,$35610,$45220
10,2,Central New York Region, 19-1022,Microbiologists,n/a,$80870,$57310,$45060,$98770
10,2,Central New York Region, 19-1029,"Biological Scientists, All Other",n/a,$71550,$76520,$53550,$80560
10,2,Central New York Region, 19-1031,Conservation Scientists,n/a,$60650,$50150,$46680,$67630
10,2,Central New York Region, 19-2012,Physicists,n/a,$130090,$101640,$84910,$152690
10,2,Central New York Region, 19-2031,Chemists,110,$82620,$69210,$52190,$97840
10,2,Central New York Region, 19-2032,Materials Scientists,n/a,$58880,$58750,$36330,$70150
10,2,Central New York Region, 19-2041,"Environmental Scientists and Specialists, Including Health",230,$72610,$66640,$45710,$86060
10,2,Central New York Region, 19-2042,"Geoscientists, Except Hydrologists and Geographers",50,$81670,$78810,$54880,$95070
10,2,Central New York Region, 19-3031,"Clinical, Counseling, and School Psychologists",530,$71100,$69340,$52780,$80250
10,2,Central New York Region, 19-3051,Urban and Regional Planners,50,$70590,$70630,$48420,$81670
10,2,Central New York Region, 19-3093,Historians,n/a,$30670,$28370,$23540,$34240
10,2,Central New York Region, 19-3099,"Social Scientists and Related Workers, All Other",70,$65150,$64000,$45540,$74960
10,2,Central New York Region, 19-4021,Biological Technicians,240,$35880,$32410,$28510,$39560
10,2,Central New York Region, 19-4061,Social Science Research Assistants,150,$26080,$20180,$20180,$29330
10,2,Central New York Region, 19-4091,"Environmental Science and Protection Technicians, Including Health",100,$36670,$32340,$26670,$41670
10,2,Central New York Region, 19-4093,Forest and Conservation Technicians,n/a,$41520,$40680,$27410,$48580
10,2,Central New York Region, 19-4099,"Life, Physical, and Social Science Technicians, All Other",160,$47690,$43820,$27540,$57760
10,2,Central New York Region, 21-0000,Community and Social Services Occupations,6930,$46570,$43030,$28190,$55760
10,2,Central New York Region, 21-1011,Substance Abuse and Behavioral Disorder Counselors,260,$44780,$43200,$32220,$51060
10,2,Central New York Region, 21-1012,"Educational, Guidance, School, and Vocational Counselors",720,$57960,$58770,$36840,$68520
10,2,Central New York Region, 21-1013,Marriage and Family Therapists,n/a,$41670,$39650,$32150,$46430
10,2,Central New York Region, 21-1014,Mental Health Counselors,390,$39050,$37510,$29490,$43820
10,2,Central New York Region, 21-1015,Rehabilitation Counselors,200,$33030,$30870,$23050,$38010
10,2,Central New York Region, 21-1019,"Counselors, All Other",n/a,$35770,$35610,$20180,$44030
10,2,Central New York Region, 21-1021,"Child, Family, and School Social Workers",560,$51050,$49280,$34920,$59110
10,2,Central New York Region, 21-1022,Healthcare Social Workers,350,$54190,$53490,$38010,$62280
10,2,Central New York Region, 21-1023,Mental Health and Substance Abuse Social Workers,520,$51830,$48530,$35610,$59940
10,2,Central New York Region, 21-1029,"Social Workers, All Other",480,$59180,$59250,$48870,$64340
10,2,Central New York Region, 21-1091,Health Educators,160,$61100,$57540,$38060,$72620
10,2,Central New York Region, 21-1092,Probation Officers and Correctional Treatment Specialists,280,$66500,$68950,$50290,$74600
10,2,Central New York Region, 21-1093,Social and Human Service Assistants,1770,$31490,$29110,$23800,$35340
10,2,Central New York Region, 21-1094,Community Health Workers,210,$44330,$40060,$29910,$51540
10,2,Central New York Region, 21-1099,"Community and Social Service Specialists, All Other",490,$51110,$48440,$33980,$59670
10,2,Central New York Region, 21-2011,Clergy,310,$56270,$51200,$33480,$67670
10,2,Central New York Region, 21-2021,"Directors, Religious Activities and Education",160,$40330,$42500,$28610,$46190
10,2,Central New York Region, 21-2099,"Religious Workers, All Other",n/a,$24590,$21620,$20180,$27290
10,2,Central New York Region, 23-0000,Legal Occupations,2500,$85010,$71650,$43900,$105570
10,2,Central New York Region, 23-1011,Lawyers,1450,$93970,$83580,$54510,$113700
10,2,Central New York Region, 23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",n/a,$105330,$95900,$74920,$120530
10,2,Central New York Region, 23-1022,"Arbitrators, Mediators, and Conciliators",n/a,$85850,$90310,$50120,$103720
10,2,Central New York Region, 23-1023,"Judges, Magistrate Judges, and Magistrates",200,$149980,$151960,$138320,$155820
10,2,Central New York Region, 23-2011,Paralegals and Legal Assistants,640,$49970,$47720,$36490,$56710
10,2,Central New York Region, 23-2091,Court Reporters,n/a,$86740,$86470,$70300,$94960
10,2,Central New York Region, 23-2093,"Title Examiners, Abstractors, and Searchers",n/a,$26210,$26340,$20180,$29560
10,2,Central New York Region, 23-2099,"Legal Support Workers, All Other",60,$65620,$55370,$44270,$76290
10,2,Central New York Region, 25-0000,"Education, Training, and Library Occupations",30250,$58730,$53820,$26000,$75090
10,2,Central New York Region, 25-1011,"Business Teachers, Postsecondary",300,$80950,$78490,$49670,$96590
10,2,Central New York Region, 25-1021,"Computer Science Teachers, Postsecondary",120,$78580,$72650,$49370,$93180
10,2,Central New York Region, 25-1022,"Mathematical Science Teachers, Postsecondary",210,$92830,$77320,$46840,$115820
10,2,Central New York Region, 25-1042,"Biological Science Teachers, Postsecondary",190,$88880,$70320,$46070,$110290
10,2,Central New York Region, 25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",n/a,$111040,$101620,$63780,$134670
10,2,Central New York Region, 25-1052,"Chemistry Teachers, Postsecondary",120,$80600,$70950,$50620,$95600
10,2,Central New York Region, 25-1054,"Physics Teachers, Postsecondary",70,$99360,$79940,$55530,$121280
10,2,Central New York Region, 25-1061,"Anthropology and Archeology Teachers, Postsecondary",50,$81040,$69100,$49910,$96600
10,2,Central New York Region, 25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",n/a,$90680,$70180,$48280,$111880
10,2,Central New York Region, 25-1063,"Economics Teachers, Postsecondary",90,$97710,$79290,$59220,$116960
10,2,Central New York Region, 25-1065,"Political Science Teachers, Postsecondary",70,$101510,$74570,$50990,$126770
10,2,Central New York Region, 25-1066,"Psychology Teachers, Postsecondary",180,$82730,$73440,$49380,$99410
10,2,Central New York Region, 25-1067,"Sociology Teachers, Postsecondary",80,$76880,$68280,$40600,$95020
10,2,Central New York Region, 25-1069,"Social Sciences Teachers, Postsecondary, All Other",n/a,$106300,$66150,$43020,$137940
10,2,Central New York Region, 25-1071,"Health Specialties Teachers, Postsecondary",n/a,$121920,$102430,$57020,$154380
10,2,Central New York Region, 25-1072,"Nursing Instructors and Teachers, Postsecondary",160,$76410,$72900,$57340,$85940
10,2,Central New York Region, 25-1081,"Education Teachers, Postsecondary",220,$75020,$64210,$45860,$89600
10,2,Central New York Region, 25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",n/a,$58190,$54580,$39350,$67610
10,2,Central New York Region, 25-1121,"Art, Drama, and Music Teachers, Postsecondary",350,$84710,$67980,$45640,$104250
10,2,Central New York Region, 25-1122,"Communications Teachers, Postsecondary",70,$61700,$58720,$43630,$70740
10,2,Central New York Region, 25-1123,"English Language and Literature Teachers, Postsecondary",320,$77750,$66310,$46570,$93340
10,2,Central New York Region, 25-1124,"Foreign Language and Literature Teachers, Postsecondary",160,$73450,$62580,$43010,$88670
10,2,Central New York Region, 25-1125,"History Teachers, Postsecondary",110,$70380,$60260,$43720,$83710
10,2,Central New York Region, 25-1126,"Philosophy and Religion Teachers, Postsecondary",100,$67920,$62650,$43790,$79980
10,2,Central New York Region, 25-1191,Graduate Teaching Assistants,710,$37620,$30800,$22700,$45080
10,2,Central New York Region, 25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",110,$55270,$54020,$37670,$64070
10,2,Central New York Region, 25-1194,"Vocational Education Teachers, Postsecondary",220,$58950,$61690,$39320,$68770
10,2,Central New York Region, 25-1199,"Postsecondary Teachers, All Other",n/a,$62040,$52290,$34000,$76060
10,2,Central New York Region, 25-2011,"Preschool Teachers, Except Special Education",1460,$28020,$24720,$21530,$31270
10,2,Central New York Region, 25-2012,"Kindergarten Teachers, Except Special Education",250,$63320,$61980,$50920,$69520
10,2,Central New York Region, 25-2021,"Elementary School Teachers, Except Special Education",3300,$65710,$63380,$50640,$73240
10,2,Central New York Region, 25-2022,"Middle School Teachers, Except Special and Career/Technical Education",2260,$68460,$64360,$52550,$76420
10,2,Central New York Region, 25-2023,"Career/Technical  Education Teachers, Middle School",220,$67460,$64930,$54350,$74020
10,2,Central New York Region, 25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",2360,$73400,$68690,$50360,$84930
10,2,Central New York Region, 25-2032,"Career/Technical Education Teachers, Secondary School",190,$75920,$74380,$55010,$86370
10,2,Central New York Region, 25-2051,"Special Education Teachers, Preschool",250,$58480,$53950,$36390,$69530
10,2,Central New York Region, 25-2052,"Special Education Teachers, Kindergarten and Elementary School",550,$65270,$64250,$51290,$72260
10,2,Central New York Region, 25-2053,"Special Education Teachers, Middle School",400,$71620,$67090,$55970,$79440
10,2,Central New York Region, 25-2054,"Special Education Teachers, Secondary School",390,$77390,$68540,$54820,$88670
10,2,Central New York Region, 25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,520,$70850,$68490,$44760,$83890
10,2,Central New York Region, 25-3021,Self-Enrichment Education Teachers,760,$38920,$37630,$22040,$47370
10,2,Central New York Region, 25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",220,$51230,$54340,$31430,$61130
10,2,Central New York Region, 25-3098,Substitute teachers,2840,$30170,$28350,$21870,$34310
10,2,Central New York Region, 25-4011,Archivists,n/a,$47380,$39920,$24430,$58860
10,2,Central New York Region, 25-4012,Curators,n/a,$56750,$53950,$36360,$66940
10,2,Central New York Region, 25-4013,Museum Technicians and Conservators,n/a,$38480,$42300,$20180,$47740
10,2,Central New York Region, 25-4021,Librarians,560,$62030,$61170,$44530,$70780
10,2,Central New York Region, 25-4031,Library Technicians,390,$25890,$21050,$20180,$29130
10,2,Central New York Region, 25-9011,Audio-Visual and Multimedia Collections Specialists,n/a,$53890,$54110,$37810,$61930
10,2,Central New York Region, 25-9031,Instructional Coordinators,450,$60910,$57990,$48470,$67120
10,2,Central New York Region, 25-9041,Teacher Assistants,5030,$27190,$25890,$20250,$30660
10,2,Central New York Region, 25-9099,"Education, Training, and Library Workers, All Other",n/a,$44480,$40530,$30550,$51440
10,2,Central New York Region, 27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",3670,$48180,$40510,$26440,$59040
10,2,Central New York Region, 27-1011,Art Directors,60,$72800,$66860,$44180,$87110
10,2,Central New York Region, 27-1014,Multimedia Artists and Animators,50,$41480,$36860,$35040,$44700
10,2,Central New York Region, 27-1021,Commercial and Industrial Designers,50,$63010,$66590,$40690,$74170
10,2,Central New York Region, 27-1023,Floral Designers,100,$30140,$29070,$22860,$33780
10,2,Central New York Region, 27-1024,Graphic Designers,420,$44830,$39740,$31000,$51740
10,2,Central New York Region, 27-1025,Interior Designers,n/a,$54200,$49400,$36250,$63180
10,2,Central New York Region, 27-1026,Merchandise Displayers and Window Trimmers,190,$35370,$34200,$22410,$41850
10,2,Central New York Region, 27-1027,Set and Exhibit Designers,n/a,$36960,$33270,$20590,$45150
10,2,Central New York Region, 27-2012,Producers and Directors,160,$47330,$38430,$28470,$56760
10,2,Central New York Region, 27-2022,Coaches and Scouts,450,$42990,$38470,$25450,$51770
10,2,Central New York Region, 27-2023,"Umpires, Referees, and Other Sports Officials",n/a,$26060,$20180,$20180,$29330
10,2,Central New York Region, 27-2041,Music Directors and Composers,130,$61170,$53980,$26180,$78660
10,2,Central New York Region, 27-3011,Radio and Television Announcers,n/a,$30580,$25610,$20400,$35670
10,2,Central New York Region, 27-3012,Public Address System and Other Announcers,50,$34210,$29210,$23840,$39400
10,2,Central New York Region, 27-3021,Broadcast News Analysts,n/a,$95680,$74660,$51590,$117720
10,2,Central New York Region, 27-3022,Reporters and Correspondents,n/a,$53520,$51270,$28160,$66200
10,2,Central New York Region, 27-3031,Public Relations Specialists,560,$51760,$46740,$25580,$64850
10,2,Central New York Region, 27-3041,Editors,170,$67170,$59570,$34150,$83680
10,2,Central New York Region, 27-3042,Technical Writers,80,$72060,$71410,$48210,$83990
10,2,Central New York Region, 27-3043,Writers and Authors,60,$54780,$54660,$30500,$66920
10,2,Central New York Region, 27-3091,Interpreters and Translators,n/a,$36500,$29210,$20500,$44500
10,2,Central New York Region, 27-4011,Audio and Video Equipment Technicians,290,$43090,$43630,$28800,$50230
10,2,Central New York Region, 27-4012,Broadcast Technicians,160,$42530,$32020,$23240,$52180
10,2,Central New York Region, 27-4021,Photographers,100,$38880,$34940,$20430,$48110
10,2,Central New York Region, 29-0000,Healthcare Practitioners and Technical Occupations,21870,$75380,$60190,$37830,$94160
10,2,Central New York Region, 29-1021,"Dentists, General",340,$205140,$181570,$118350,$248530
10,2,Central New York Region, 29-1029,"Dentists, All Other Specialists",n/a,$147050,$148270,$94060,$173540
10,2,Central New York Region, 29-1031,Dietitians and Nutritionists,170,$63360,$62120,$49760,$70150
10,2,Central New York Region, 29-1041,Optometrists,80,$115480,$111000,$93470,$126480
10,2,Central New York Region, 29-1051,Pharmacists,650,$128260,$132730,$104010,$140380
10,2,Central New York Region, 29-1062,Family and General Practitioners,60,$215010,$198990,$142900,$251060
10,2,Central New York Region, 29-1063,"Internists, General",60,$214160,$199750,$139170,$251650
10,2,Central New York Region, 29-1064,Obstetricians and Gynecologists,n/a,$226960,,$132620,$274140
10,2,Central New York Region, 29-1066,Psychiatrists,60,$192730,$188150,$125300,$226440
10,2,Central New York Region, 29-1067,Surgeons,90,$290960,,,
10,2,Central New York Region, 29-1069,"Physicians and Surgeons, All Other",950,$236790,,$136870,$286750
10,2,Central New York Region, 29-1071,Physician Assistants,580,$106670,$108430,$84970,$117520
10,2,Central New York Region, 29-1122,Occupational Therapists,370,$71190,$68710,$45850,$83860
10,2,Central New York Region, 29-1123,Physical Therapists,690,$77010,$75720,$56960,$87030
10,2,Central New York Region, 29-1125,Recreational Therapists,n/a,$50180,$52410,$29130,$60700
10,2,Central New York Region, 29-1126,Respiratory Therapists,240,$57400,$56510,$43810,$64190
10,2,Central New York Region, 29-1127,Speech-Language Pathologists,360,$72510,$69300,$50640,$83450
10,2,Central New York Region, 29-1131,Veterinarians,160,$111350,$102300,$70370,$131840
10,2,Central New York Region, 29-1141,Registered Nurses,6900,$63900,$62420,$49860,$70910
10,2,Central New York Region, 29-1151,Nurse Anesthetists,n/a,$151230,$151820,$149530,$152090
10,2,Central New York Region, 29-1161,Nurse Midwives,70,$90610,$91890,$68050,$101880
10,2,Central New York Region, 29-1171,Nurse Practitioners,620,$100060,$99160,$77790,$111190
10,2,Central New York Region, 29-1181,Audiologists,n/a,$67070,$59260,$43590,$78820
10,2,Central New York Region, 29-1199,"Health Diagnosing and Treating Practitioners, All Other",90,$59490,$53880,$37960,$70250
10,2,Central New York Region, 29-2011,Medical and Clinical Laboratory Technologists,440,$55860,$56420,$41710,$62930
10,2,Central New York Region, 29-2012,Medical and Clinical Laboratory Technicians,n/a,$51300,$53140,$41690,$56100
10,2,Central New York Region, 29-2021,Dental Hygienists,650,$67550,$66630,$57550,$72550
10,2,Central New York Region, 29-2031,Cardiovascular Technologists and Technicians,120,$62490,$62620,$37130,$75170
10,2,Central New York Region, 29-2032,Diagnostic Medical Sonographers,210,$67960,$69260,$46070,$78910
10,2,Central New York Region, 29-2033,Nuclear Medicine Technologists,50,$77170,$76820,$64740,$83390
