index,Rank,Probability,SOC_Code,Occupation,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Grand Total
229,239.0,0.3,31-9092,Medical Assistants,7290.0,1500.0,17520.0,3060.0,83230.0,9870.0,7430.0,2130.0,1640.0,50550.0,20980.0,180.0,3140.0,3020.0,20620.0,12330.0,4900.0,4580.0,8220.0,6830.0,3450.0,10800.0,16370.0,22300.0,9550.0,2650.0,9050.0,1230.0,3050.0,6590.0,2540.0,18170.0,4350.0,23870.0,16220.0,680.0,22950.0,8920.0,10590.0,26760.0,440.0,2510.0,9260.0,1030.0,14430.0,57960.0,7180.0,650.0,50.0,12510.0,12950.0,3750.0,11810.0,630.0,624270.0
230,240.0,0.3,19-1023,Zoologists and Wildlife Biologists,80.0,730.0,340.0,150.0,2200.0,640.0,,,90.0,1750.0,290.0,,140.0,580.0,200.0,30.0,80.0,150.0,180.0,50.0,,430.0,260.0,250.0,590.0,190.0,380.0,310.0,,170.0,120.0,120.0,160.0,430.0,470.0,110.0,160.0,,920.0,230.0,,40.0,160.0,190.0,80.0,290.0,280.0,110.0,,280.0,1990.0,140.0,360.0,320.0,17220.0
231,241.0,0.3,35-2013,"Cooks, Private Household",,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0
232,243.0,0.31,33-9021,Private Detectives and Investigators,220.0,40.0,180.0,,5110.0,460.0,270.0,100.0,100.0,3550.0,970.0,,80.0,,1060.0,220.0,60.0,80.0,140.0,370.0,,410.0,1080.0,310.0,210.0,,240.0,80.0,,260.0,180.0,520.0,380.0,1960.0,540.0,,830.0,190.0,380.0,1360.0,130.0,,180.0,30.0,600.0,2400.0,100.0,,,,300.0,,200.0,,25880.0
233,244.0,0.31,27-4032,Film and Video Editors,110.0,,330.0,100.0,13420.0,300.0,300.0,,150.0,1380.0,1010.0,,,50.0,400.0,100.0,50.0,60.0,90.0,210.0,,130.0,390.0,510.0,260.0,,320.0,80.0,100.0,260.0,50.0,620.0,30.0,4860.0,420.0,,390.0,130.0,220.0,430.0,40.0,,90.0,,440.0,950.0,200.0,,,290.0,220.0,,120.0,,29610.0
234,245.0,0.33,13-2099,"Financial Specialists, All Other",740.0,370.0,1460.0,310.0,14390.0,3410.0,1060.0,560.0,3180.0,6550.0,4090.0,,660.0,380.0,6850.0,2060.0,1360.0,500.0,1420.0,1140.0,360.0,4900.0,2800.0,4890.0,3330.0,500.0,,280.0,260.0,1150.0,530.0,6590.0,990.0,4230.0,3630.0,340.0,5360.0,660.0,1280.0,4000.0,800.0,690.0,870.0,70.0,1590.0,9090.0,980.0,120.0,,4380.0,3430.0,580.0,1710.0,90.0,120970.0
235,246.0,0.34,33-3021,Detectives and Criminal Investigators,1310.0,100.0,6130.0,490.0,12040.0,1710.0,930.0,90.0,2790.0,6130.0,3200.0,,470.0,400.0,2710.0,1120.0,370.0,870.0,670.0,2160.0,580.0,960.0,1900.0,1840.0,1290.0,880.0,1560.0,440.0,310.0,540.0,340.0,2860.0,1610.0,8920.0,2830.0,280.0,2070.0,900.0,630.0,2870.0,640.0,300.0,1030.0,210.0,1360.0,16900.0,370.0,230.0,,3430.0,2250.0,180.0,1270.0,170.0,105640.0
236,247.0,0.34,29-2055,Surgical Technologists,2050.0,90.0,2150.0,1070.0,9750.0,1530.0,990.0,340.0,280.0,6940.0,3530.0,,350.0,640.0,2780.0,2820.0,710.0,880.0,1800.0,2020.0,440.0,2030.0,3890.0,3500.0,2100.0,1330.0,1730.0,430.0,640.0,880.0,430.0,1960.0,410.0,5560.0,2780.0,300.0,4050.0,1500.0,1410.0,3770.0,1010.0,290.0,1760.0,500.0,3130.0,10800.0,1150.0,80.0,,2430.0,2150.0,890.0,2500.0,180.0,106730.0
237,248.0,0.34,29-1124,Radiation Therapists,360.0,,470.0,310.0,980.0,250.0,200.0,60.0,120.0,1190.0,610.0,,,60.0,840.0,410.0,190.0,120.0,210.0,360.0,50.0,230.0,600.0,420.0,250.0,160.0,320.0,60.0,130.0,80.0,130.0,450.0,30.0,1540.0,530.0,,580.0,360.0,220.0,710.0,,,200.0,30.0,520.0,1360.0,130.0,40.0,,400.0,470.0,,390.0,,17130.0
238,249.0,0.35,47-2152,"Plumbers, Pipefitters, and Steamfitters",5010.0,1770.0,7060.0,2940.0,43040.0,8440.0,5130.0,970.0,890.0,23060.0,9960.0,170.0,2260.0,1840.0,15860.0,10120.0,4340.0,3870.0,6450.0,9980.0,2180.0,11130.0,10990.0,11870.0,8570.0,3980.0,6350.0,1810.0,3340.0,4590.0,1500.0,8150.0,2360.0,28320.0,9830.0,1710.0,14070.0,6360.0,5270.0,14010.0,610.0,1400.0,4000.0,1240.0,6650.0,40530.0,5710.0,670.0,,12570.0,10210.0,1730.0,6460.0,1310.0,412640.0
239,250.0,0.35,53-2031,Flight Attendants,,,,,14030.0,3220.0,120.0,,,9020.0,,,,,11560.0,660.0,,,,,,,2260.0,,3780.0,,,,,,,,,9320.0,3670.0,,790.0,,810.0,,,,,,,15490.0,,,,4070.0,3530.0,,,,82330.0
240,251.0,0.35,29-2032,Diagnostic Medical Sonographers,1100.0,70.0,1480.0,490.0,5640.0,880.0,1030.0,160.0,150.0,5120.0,1640.0,,170.0,280.0,2450.0,970.0,860.0,540.0,840.0,940.0,190.0,1370.0,1940.0,2430.0,1540.0,690.0,1290.0,190.0,480.0,720.0,210.0,2280.0,500.0,4730.0,1750.0,120.0,2160.0,900.0,690.0,2530.0,500.0,360.0,720.0,360.0,1900.0,5190.0,510.0,80.0,,1610.0,1440.0,490.0,1540.0,70.0,66290.0
241,252.0,0.36,33-3011,Bailiffs,80.0,,300.0,100.0,290.0,440.0,,,,1240.0,620.0,,50.0,70.0,580.0,560.0,220.0,60.0,740.0,400.0,140.0,130.0,,590.0,140.0,150.0,210.0,,70.0,160.0,90.0,70.0,,3960.0,180.0,230.0,1460.0,100.0,70.0,520.0,920.0,,260.0,,340.0,830.0,120.0,,,510.0,180.0,50.0,200.0,,17430.0
242,253.0,0.36,51-4012,"Computer Numerically Controlled  Machine Tool Programmers, Metal and Plastic",610.0,,210.0,100.0,2640.0,180.0,750.0,,,430.0,290.0,,,160.0,1310.0,910.0,380.0,540.0,250.0,70.0,100.0,220.0,540.0,2130.0,720.0,110.0,330.0,,90.0,,180.0,460.0,,1170.0,830.0,,2030.0,230.0,680.0,1150.0,,70.0,330.0,60.0,490.0,1760.0,170.0,100.0,,260.0,390.0,,1440.0,,24870.0
243,254.0,0.36,49-2022,"Telecommunications  Equipment Installers  and Repairers,  Except Line Installers",4110.0,700.0,3360.0,2190.0,34010.0,4910.0,2390.0,540.0,160.0,16780.0,9180.0,90.0,980.0,890.0,7890.0,4280.0,1990.0,1870.0,3320.0,3680.0,730.0,3630.0,3260.0,5960.0,3840.0,2040.0,5640.0,670.0,1210.0,1540.0,1150.0,4080.0,1440.0,11100.0,5650.0,660.0,8980.0,1860.0,2470.0,6000.0,360.0,520.0,3370.0,500.0,6280.0,24780.0,2360.0,740.0,30.0,3620.0,5020.0,1160.0,4430.0,530.0,228930.0
244,255.0,0.37,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",700.0,,110.0,410.0,760.0,220.0,100.0,,,660.0,570.0,,,130.0,830.0,1020.0,230.0,310.0,540.0,180.0,100.0,90.0,280.0,620.0,560.0,380.0,440.0,120.0,110.0,50.0,50.0,240.0,,430.0,1910.0,30.0,1280.0,310.0,480.0,560.0,,,510.0,50.0,950.0,920.0,220.0,,,660.0,340.0,310.0,640.0,40.0,19450.0
245,256.0,0.37,53-7061,Cleaners of Vehicles and Equipment,5420.0,530.0,7080.0,3330.0,49270.0,6150.0,3270.0,920.0,520.0,25650.0,8060.0,,1810.0,2150.0,17910.0,7320.0,3810.0,3870.0,3970.0,4310.0,1020.0,4550.0,4450.0,9010.0,6990.0,1880.0,8040.0,1330.0,2910.0,3860.0,1100.0,8180.0,2400.0,17120.0,9680.0,1270.0,12410.0,4070.0,5150.0,11350.0,890.0,750.0,3580.0,1220.0,5690.0,35180.0,3780.0,540.0,70.0,9700.0,7380.0,1300.0,6990.0,560.0,349750.0
246,257.0,0.37,39-4021,Funeral Attendants,820.0,30.0,450.0,320.0,2490.0,230.0,430.0,200.0,,2570.0,1450.0,,,70.0,1220.0,1060.0,690.0,450.0,440.0,610.0,230.0,520.0,680.0,1420.0,610.0,190.0,1100.0,70.0,230.0,,100.0,990.0,210.0,1270.0,1390.0,130.0,2350.0,620.0,200.0,2270.0,390.0,,940.0,140.0,1270.0,1840.0,120.0,70.0,,1700.0,210.0,510.0,590.0,60.0,35950.0
247,258.0,0.37,47-5081,Helpers–Extraction Workers,90.0,280.0,200.0,80.0,660.0,330.0,,,,110.0,120.0,,,180.0,210.0,380.0,,190.0,750.0,800.0,,,30.0,60.0,80.0,260.0,270.0,60.0,,460.0,40.0,130.0,730.0,60.0,80.0,210.0,190.0,710.0,50.0,1420.0,,,,,200.0,6700.0,,,,,40.0,560.0,30.0,220.0,16970.0
248,259.0,0.37,27-2011,Actors,,50.0,1020.0,,14840.0,320.0,660.0,,340.0,790.0,2030.0,,,,1290.0,340.0,,150.0,,1820.0,,890.0,810.0,350.0,490.0,,1520.0,,,180.0,,340.0,,11360.0,380.0,,780.0,,480.0,1110.0,40.0,,230.0,,610.0,1320.0,780.0,,,600.0,470.0,,420.0,,46810.0
249,260.0,0.37,53-7111,Mine Shuttle Car Operators,50.0,,,,,70.0,,,,,,,,,160.0,40.0,,,360.0,,,,,,,,,,,,,,,,,,,,,180.0,,,,,,,,,,,,510.0,,,1370.0
250,261.0,0.38,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",1190.0,90.0,480.0,110.0,2000.0,180.0,170.0,140.0,,1350.0,1090.0,,100.0,90.0,620.0,940.0,160.0,200.0,150.0,40.0,,530.0,210.0,1180.0,290.0,310.0,410.0,100.0,90.0,110.0,,440.0,140.0,2110.0,1100.0,,580.0,360.0,90.0,960.0,270.0,,160.0,30.0,550.0,1840.0,180.0,,,840.0,260.0,290.0,240.0,80.0,22850.0
251,262.0,0.38,17-1022,Surveyors,570.0,310.0,670.0,590.0,4220.0,1390.0,500.0,80.0,,3320.0,940.0,,200.0,290.0,1070.0,920.0,350.0,520.0,530.0,920.0,230.0,890.0,1100.0,1210.0,760.0,520.0,700.0,330.0,330.0,410.0,240.0,1260.0,340.0,1670.0,960.0,370.0,1040.0,700.0,620.0,1580.0,120.0,80.0,860.0,140.0,800.0,4250.0,660.0,100.0,,1470.0,850.0,460.0,720.0,260.0,43420.0
252,263.0,0.38,17-3027,Mechanical Engineering Technicians,710.0,100.0,560.0,210.0,4030.0,460.0,950.0,80.0,,750.0,750.0,,50.0,60.0,2630.0,1230.0,380.0,380.0,440.0,160.0,170.0,540.0,1670.0,4560.0,1380.0,730.0,710.0,30.0,140.0,150.0,350.0,440.0,120.0,1560.0,980.0,110.0,2280.0,740.0,440.0,2080.0,170.0,60.0,740.0,140.0,1250.0,4980.0,1050.0,40.0,,1170.0,820.0,,2000.0,,45530.0
253,264.0,0.38,53-7064,"Packers and Packagers, Hand",7160.0,910.0,10390.0,4830.0,99540.0,6850.0,7270.0,,220.0,37120.0,23880.0,190.0,2500.0,2450.0,51330.0,22490.0,6410.0,6140.0,11100.0,3260.0,2070.0,5510.0,16320.0,24600.0,11840.0,4400.0,10150.0,930.0,4240.0,4190.0,2060.0,31220.0,2140.0,27740.0,26920.0,860.0,40960.0,3260.0,8100.0,26190.0,3370.0,1840.0,8340.0,2120.0,18510.0,49080.0,6240.0,770.0,150.0,13000.0,18730.0,1750.0,19670.0,1020.0,702330.0
254,265.0,0.38,27-3091,Interpreters and Translators,230.0,60.0,2300.0,170.0,7890.0,1530.0,310.0,,460.0,2770.0,1140.0,,150.0,,1390.0,770.0,540.0,590.0,430.0,70.0,150.0,890.0,1830.0,1040.0,1510.0,130.0,920.0,50.0,680.0,,120.0,790.0,270.0,2720.0,1660.0,110.0,1750.0,320.0,1430.0,1000.0,150.0,90.0,490.0,190.0,620.0,4030.0,1270.0,160.0,,2400.0,1260.0,110.0,1020.0,,49960.0
255,266.0,0.39,31-1011,Home Health Aides,5060.0,1370.0,12930.0,6770.0,25910.0,13230.0,6900.0,1690.0,4910.0,25560.0,10920.0,,4200.0,2040.0,38730.0,13020.0,5630.0,4100.0,2540.0,8310.0,2890.0,11740.0,27020.0,30420.0,25200.0,4470.0,10800.0,1340.0,1850.0,1430.0,1280.0,38510.0,8050.0,173830.0,39320.0,1420.0,65710.0,7840.0,5900.0,42890.0,1980.0,3470.0,10130.0,690.0,5950.0,67180.0,2800.0,540.0,,11340.0,6780.0,3860.0,4940.0,880.0,816270.0
256,267.0,0.39,51-6093,Upholsterers,200.0,,450.0,440.0,3560.0,280.0,150.0,140.0,,1450.0,880.0,,,140.0,990.0,1920.0,260.0,90.0,110.0,50.0,40.0,270.0,350.0,480.0,,3520.0,850.0,30.0,70.0,280.0,90.0,310.0,60.0,1520.0,5540.0,,810.0,280.0,430.0,730.0,,70.0,250.0,40.0,910.0,1920.0,120.0,,,880.0,460.0,,320.0,,31740.0
257,268.0,0.39,47-4021,Elevator Installers and Repairers,270.0,,240.0,90.0,1730.0,390.0,370.0,50.0,,2200.0,1150.0,,,,1210.0,160.0,90.0,290.0,280.0,,,1580.0,620.0,310.0,340.0,,430.0,,,,,700.0,,3850.0,310.0,,530.0,,,420.0,130.0,,260.0,,350.0,2170.0,110.0,,,,170.0,70.0,280.0,,21150.0
258,269.0,0.39,43-3041,Gaming Cage Workers,,,,,5950.0,270.0,,,,590.0,,,,50.0,380.0,230.0,250.0,170.0,,670.0,,80.0,,590.0,420.0,570.0,250.0,,,2680.0,,60.0,190.0,260.0,,100.0,390.0,1540.0,190.0,490.0,100.0,,,190.0,,90.0,,,,,610.0,170.0,,,17530.0
259,270.0,0.39,25-9011,Audio-Visual and Multimedia Collections Specialists,,,240.0,90.0,1740.0,,240.0,60.0,40.0,,530.0,,,,470.0,210.0,90.0,120.0,,,,210.0,300.0,120.0,470.0,130.0,140.0,,,,40.0,70.0,,680.0,120.0,,480.0,150.0,70.0,430.0,50.0,,140.0,,130.0,1350.0,490.0,,,270.0,70.0,60.0,210.0,,10010.0
260,271.0,0.4,23-1023,"Judges, Magistrate Judges, and Magistrates",500.0,80.0,800.0,320.0,,590.0,240.0,120.0,,1330.0,1400.0,,130.0,140.0,,790.0,390.0,310.0,290.0,210.0,80.0,510.0,,780.0,470.0,310.0,570.0,80.0,,230.0,,970.0,300.0,3250.0,,90.0,2420.0,930.0,360.0,270.0,470.0,110.0,640.0,40.0,400.0,2790.0,100.0,,,,990.0,300.0,90.0,,25190.0
261,272.0,0.4,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",2740.0,1150.0,3800.0,970.0,11370.0,2560.0,760.0,430.0,80.0,4770.0,3580.0,210.0,450.0,530.0,2640.0,3530.0,1800.0,1270.0,2750.0,2800.0,780.0,2700.0,1550.0,2540.0,3540.0,1310.0,2670.0,940.0,890.0,1920.0,370.0,2140.0,820.0,2710.0,3560.0,1250.0,3570.0,1850.0,2040.0,4750.0,370.0,490.0,1840.0,520.0,3000.0,13360.0,1840.0,200.0,,3650.0,3530.0,1950.0,1970.0,1340.0,124150.0
262,274.0,0.41,45-2041,"Graders and Sorters, Agricultural Products",680.0,,,1300.0,9780.0,,,140.0,,2650.0,1590.0,,,1260.0,1400.0,400.0,250.0,500.0,140.0,280.0,180.0,250.0,320.0,650.0,330.0,480.0,470.0,50.0,230.0,,,580.0,,60.0,1380.0,270.0,150.0,350.0,1750.0,520.0,,,220.0,430.0,,3340.0,,350.0,,680.0,2720.0,,820.0,,36950.0
263,275.0,0.41,51-2041,Structural Metal Fabricators and Fitters,2640.0,50.0,910.0,1430.0,6500.0,1020.0,570.0,130.0,,4070.0,1430.0,,,350.0,1010.0,2000.0,590.0,1910.0,910.0,2260.0,720.0,520.0,1080.0,3530.0,1040.0,1350.0,,,780.0,380.0,270.0,570.0,130.0,1970.0,2040.0,70.0,3450.0,1060.0,1830.0,5180.0,100.0,200.0,1660.0,180.0,2060.0,8860.0,920.0,90.0,,2210.0,2090.0,220.0,4030.0,70.0,76440.0
264,276.0,0.41,23-1012,Judicial Law Clerks,,,440.0,70.0,,170.0,250.0,,,200.0,550.0,,,90.0,160.0,70.0,,30.0,50.0,180.0,30.0,1190.0,,,430.0,70.0,130.0,90.0,40.0,120.0,,550.0,,690.0,,40.0,350.0,50.0,40.0,1150.0,,,150.0,,140.0,670.0,460.0,,,90.0,460.0,160.0,110.0,,9470.0
265,277.0,0.41,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",1880.0,160.0,950.0,490.0,6770.0,1830.0,440.0,210.0,,4280.0,2570.0,,350.0,570.0,2070.0,1060.0,570.0,480.0,800.0,960.0,1060.0,1350.0,1880.0,1550.0,1210.0,470.0,800.0,110.0,380.0,340.0,380.0,1830.0,230.0,1990.0,2340.0,300.0,2330.0,1100.0,1090.0,3670.0,510.0,,1410.0,460.0,1490.0,6660.0,840.0,200.0,,2200.0,1750.0,270.0,840.0,160.0,67640.0
266,278.0,0.42,19-4093,Forest and Conservation Technicians,240.0,460.0,1350.0,240.0,6960.0,1170.0,,,,200.0,270.0,,110.0,2330.0,490.0,90.0,400.0,90.0,190.0,120.0,40.0,130.0,110.0,310.0,530.0,230.0,180.0,2080.0,140.0,510.0,90.0,30.0,980.0,410.0,560.0,130.0,240.0,110.0,2580.0,350.0,,,240.0,,,370.0,1370.0,,,260.0,1290.0,90.0,570.0,660.0,29300.0
267,279.0,0.42,53-1021,"First-Line  Supervisors  of  Helpers,  Laborers,  and  Material  MoversHand",3420.0,270.0,3280.0,1400.0,22460.0,1890.0,2020.0,630.0,80.0,8160.0,7910.0,60.0,620.0,880.0,7120.0,5090.0,1880.0,1910.0,3940.0,3350.0,390.0,3720.0,3110.0,5260.0,2690.0,1700.0,3430.0,490.0,1800.0,1870.0,440.0,7980.0,900.0,7780.0,5900.0,840.0,7040.0,2110.0,2090.0,9050.0,780.0,580.0,3220.0,240.0,7740.0,12440.0,1610.0,440.0,40.0,3670.0,3530.0,950.0,4000.0,290.0,184490.0
268,280.0,0.43,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",50.0,50.0,510.0,50.0,2510.0,210.0,170.0,,40.0,1310.0,250.0,,320.0,30.0,930.0,50.0,250.0,220.0,,80.0,240.0,300.0,330.0,570.0,150.0,100.0,1780.0,50.0,50.0,250.0,,790.0,,1720.0,210.0,70.0,570.0,220.0,80.0,780.0,230.0,50.0,170.0,,40.0,1320.0,120.0,,,220.0,260.0,110.0,290.0,,18100.0
269,281.0,0.43,19-2099,"Physical Scientists, All Other",80.0,120.0,70.0,,2410.0,480.0,60.0,,670.0,450.0,380.0,,140.0,190.0,590.0,970.0,40.0,140.0,150.0,50.0,,1580.0,260.0,1550.0,,300.0,110.0,90.0,60.0,200.0,80.0,510.0,740.0,970.0,810.0,70.0,400.0,,300.0,350.0,110.0,,100.0,40.0,80.0,1100.0,110.0,,,1040.0,310.0,80.0,90.0,,18430.0
270,282.0,0.43,19-3011,Economists,30.0,40.0,100.0,90.0,1540.0,190.0,200.0,30.0,7420.0,210.0,380.0,,140.0,,360.0,,50.0,40.0,70.0,40.0,,650.0,,270.0,350.0,,280.0,80.0,30.0,110.0,70.0,130.0,70.0,570.0,190.0,,120.0,30.0,230.0,540.0,80.0,,100.0,,60.0,930.0,60.0,90.0,,1170.0,310.0,30.0,400.0,40.0,17920.0
271,283.0,0.44,19-3093,Historians,40.0,,,,260.0,60.0,,,,60.0,80.0,,,,70.0,30.0,,,,,,80.0,40.0,40.0,,120.0,80.0,,,,,110.0,,460.0,40.0,,70.0,30.0,50.0,100.0,,,,,,120.0,60.0,,,140.0,,,50.0,,2190.0
272,284.0,0.45,51-9082,Medical Appliance Technicians,110.0,,170.0,80.0,2030.0,130.0,280.0,60.0,,850.0,250.0,,,,490.0,450.0,160.0,80.0,,40.0,,590.0,460.0,140.0,680.0,90.0,210.0,,,90.0,,740.0,40.0,740.0,290.0,,680.0,60.0,130.0,730.0,80.0,,100.0,,1750.0,500.0,320.0,,,310.0,120.0,80.0,210.0,,14320.0
273,285.0,0.46,43-4031,"Court, Municipal, and License Clerks",2550.0,580.0,3620.0,1010.0,9320.0,4660.0,1290.0,800.0,,6030.0,3970.0,,810.0,780.0,5340.0,1450.0,1540.0,1240.0,3040.0,2110.0,1070.0,,2300.0,6330.0,2410.0,1910.0,4380.0,850.0,1040.0,1440.0,410.0,4520.0,1330.0,7360.0,2440.0,330.0,7820.0,1750.0,1890.0,2110.0,,600.0,1740.0,850.0,2850.0,10060.0,970.0,690.0,,2050.0,3210.0,1000.0,1960.0,500.0,128310.0
274,286.0,0.47,13-1141,"Compensation, Benefits, and Job Analysis Specialists",590.0,160.0,1880.0,660.0,10650.0,1140.0,1070.0,170.0,520.0,3870.0,2760.0,,250.0,240.0,2650.0,970.0,480.0,450.0,720.0,1240.0,340.0,1970.0,2250.0,1620.0,1870.0,310.0,1420.0,170.0,570.0,370.0,250.0,2300.0,190.0,8910.0,2450.0,140.0,3050.0,770.0,880.0,3240.0,270.0,250.0,820.0,590.0,1740.0,5730.0,510.0,190.0,,2340.0,1720.0,260.0,1450.0,60.0,79470.0
275,287.0,0.47,31-1013,Psychiatric Aides,1930.0,,,290.0,2260.0,270.0,1450.0,,270.0,1760.0,920.0,,360.0,,930.0,1090.0,280.0,1100.0,780.0,1210.0,600.0,380.0,1120.0,2600.0,,3570.0,2180.0,960.0,530.0,440.0,360.0,2970.0,,5900.0,1650.0,130.0,1310.0,850.0,1680.0,2160.0,40.0,640.0,800.0,220.0,2550.0,13610.0,,,,1360.0,310.0,1310.0,,100.0,65230.0
276,288.0,0.47,29-2012,Medical and Clinical Laboratory Technicians,2170.0,420.0,3180.0,1360.0,18580.0,2000.0,1610.0,160.0,480.0,7070.0,5180.0,50.0,720.0,570.0,5440.0,3150.0,1330.0,1420.0,2200.0,2540.0,420.0,5310.0,5320.0,6390.0,3480.0,1670.0,4730.0,470.0,1400.0,820.0,290.0,3080.0,560.0,7740.0,5300.0,270.0,6350.0,2160.0,1460.0,7590.0,620.0,420.0,2050.0,370.0,7480.0,11780.0,2320.0,250.0,50.0,4060.0,3250.0,830.0,2850.0,160.0,160930.0
277,289.0,0.48,33-2021,Fire Inspectors and Investigators,120.0,,270.0,40.0,860.0,170.0,360.0,160.0,,810.0,550.0,,,,420.0,220.0,30.0,80.0,110.0,110.0,70.0,170.0,190.0,220.0,120.0,270.0,230.0,,130.0,130.0,50.0,1010.0,,520.0,620.0,,360.0,170.0,140.0,210.0,,60.0,240.0,,,1370.0,170.0,30.0,,250.0,230.0,50.0,170.0,,11490.0
278,290.0,0.48,17-3021,Aerospace Engineering and Operations Technicians,190.0,,570.0,60.0,2490.0,310.0,150.0,,,730.0,240.0,,,,,,,420.0,,,,450.0,,60.0,100.0,,,,,,,320.0,210.0,,90.0,,420.0,70.0,50.0,50.0,,,,,,1200.0,130.0,,,160.0,,,,,8470.0
279,291.0,0.48,27-1026,Merchandise Displayers and Window Trimmers,2870.0,190.0,4120.0,540.0,11020.0,1570.0,900.0,430.0,130.0,8490.0,4650.0,,850.0,420.0,3480.0,1750.0,780.0,1130.0,1640.0,700.0,1100.0,1140.0,2010.0,5020.0,2480.0,680.0,2390.0,170.0,280.0,1740.0,630.0,3230.0,410.0,6670.0,2110.0,260.0,4840.0,960.0,1740.0,4840.0,340.0,230.0,1610.0,440.0,2230.0,12920.0,910.0,120.0,,,1880.0,660.0,2660.0,70.0,112430.0
280,292.0,0.48,47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters",170.0,,160.0,120.0,130.0,,,,,60.0,30.0,,,,,370.0,90.0,,300.0,,,260.0,50.0,,,,,,,50.0,40.0,,180.0,100.0,50.0,,,470.0,,100.0,,,,,280.0,720.0,90.0,,,60.0,,320.0,,210.0,4410.0
281,293.0,0.48,15-1131,Computer Programmers,6590.0,570.0,4700.0,3540.0,37570.0,2930.0,5850.0,900.0,1370.0,11690.0,8820.0,,510.0,660.0,13350.0,4340.0,1330.0,1910.0,1260.0,2430.0,810.0,5300.0,6880.0,3730.0,7180.0,700.0,7240.0,670.0,2850.0,1880.0,1490.0,13080.0,610.0,17790.0,6760.0,570.0,5460.0,1610.0,3330.0,13030.0,1420.0,1150.0,3320.0,740.0,4110.0,20430.0,4210.0,420.0,,8780.0,10280.0,630.0,5660.0,210.0,272650.0
282,294.0,0.49,33-9091,Crossing Guards,530.0,180.0,1480.0,120.0,7300.0,2180.0,1180.0,470.0,250.0,4190.0,860.0,,110.0,570.0,2960.0,1640.0,460.0,260.0,440.0,990.0,570.0,800.0,1400.0,1290.0,,320.0,180.0,150.0,90.0,1450.0,,5700.0,400.0,8390.0,850.0,80.0,1630.0,250.0,2380.0,6210.0,,450.0,540.0,50.0,1010.0,5900.0,1500.0,450.0,,820.0,1790.0,410.0,1070.0,160.0,72460.0
283,295.0,0.49,17-2021,Agricultural Engineers,,,,40.0,370.0,30.0,,,,140.0,100.0,,,,40.0,70.0,150.0,30.0,50.0,,,,,,,,,,50.0,,,,,,,,90.0,,,90.0,,,,,,100.0,60.0,,,,,,,,1410.0
284,296.0,0.49,47-5061,"Roof Bolters, Mining",250.0,,,,,130.0,,,,,,,,,250.0,,,,640.0,,,,,,,,,,,,,,,,,,,,,390.0,,,,,,,180.0,,,,,1620.0,,,3460.0
285,297.0,0.49,49-9052,Telecommunications Line Installers and Repairers,1050.0,470.0,1570.0,1100.0,10480.0,2010.0,750.0,260.0,230.0,7080.0,2410.0,40.0,330.0,430.0,3560.0,2750.0,570.0,1360.0,1070.0,820.0,510.0,3120.0,2270.0,960.0,1400.0,720.0,1920.0,390.0,340.0,910.0,520.0,3020.0,300.0,8890.0,2930.0,300.0,3290.0,1690.0,440.0,5510.0,1010.0,390.0,1290.0,490.0,960.0,10340.0,690.0,150.0,,,1400.0,1000.0,680.0,110.0,96280.0
286,298.0,0.49,43-5031,"Police, Fire, and Ambulance Dispatchers",2540.0,310.0,1830.0,1010.0,6680.0,1720.0,1280.0,250.0,150.0,6120.0,3410.0,,200.0,470.0,3770.0,2070.0,1070.0,1070.0,1560.0,1510.0,700.0,1450.0,2550.0,2070.0,1230.0,1400.0,2500.0,510.0,1090.0,620.0,730.0,4190.0,860.0,4090.0,3550.0,160.0,4250.0,1790.0,850.0,3520.0,300.0,420.0,1430.0,320.0,2410.0,7530.0,680.0,280.0,,3140.0,1420.0,900.0,1210.0,290.0,95460.0
287,299.0,0.5,53-7033,"Loading Machine Operators, Underground Mining",180.0,,,,,70.0,,,,,,,,,300.0,90.0,,,,,,,,,,,180.0,,,,,,,80.0,,,,,,170.0,,,,,,90.0,,,,,,420.0,,,1580.0
