Area Name,Occupational Code,Occupational Title,Estimated Employment,Pay Type,Mean Wage,Entry Wage,Experienced Wage,10th Percentile Wage,25th Percentile Wage,Median Wage,75th Percentile Wage,90th Percentile Wage
"Cedar Rapids, IA Metropolitan Statistical Area",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",360,Hourly wage,,,,,,,,
Iowa,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",6270,Annual wage or salary,$57232.00,$40505.00,$65596.00,$38534.00,$46233.00,$56678.00,$67994.00,$79237.00
Iowa,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",6270,Hourly wage,,,,,,,,
Southeast Iowa,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",810,Annual wage or salary,$55001.00,$41894.00,$61554.00,$39969.00,$44846.00,$53268.00,$64001.00,$76076.00
Southeast Iowa,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",810,Hourly wage,,,,,,,,
Northeast Iowa,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",530,Annual wage or salary,$53374.00,$38957.00,$60582.00,$35258.00,$42915.00,$53937.00,$63155.00,$73896.00
Northeast Iowa,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",530,Hourly wage,,,,,,,,
Southwest Iowa,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",670,Annual wage or salary,$60124.00,$48791.00,$65791.00,$44796.00,$51980.00,$59071.00,$69163.00,$78796.00
Southwest Iowa,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",670,Hourly wage,,,,,,,,
Northwest Iowa,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",540,Annual wage or salary,$54580.00,$40358.00,$61692.00,$38379.00,$44716.00,$54324.00,$63113.00,$75148.00
Northwest Iowa,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",540,Hourly wage,,,,,,,,
"Sioux City, IA-NE-SD Metropolitan Statistical Area",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",190,Annual wage or salary,$59979.00,$44744.00,$67596.00,$41599.00,$50458.00,$60387.00,$71323.00,$79015.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",190,Hourly wage,,,,,,,,
"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",240,Annual wage or salary,$75366.00,$52778.00,$86661.00,$45091.00,$62099.00,$78720.00,$93293.00,$101473.00
"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",240,Hourly wage,,,,,,,,
"Dubuque, IA Metropolitan Statistical Area",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",140,Annual wage or salary,$47933.00,$30704.00,$56548.00,$28068.00,$34077.00,$44538.00,$59856.00,$75979.00
"Dubuque, IA Metropolitan Statistical Area",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",140,Hourly wage,,,,,,,,
"Iowa City, IA Metropolitan Statistical Area",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",,Annual wage or salary,$52672.00,$39289.00,$59364.00,$35739.00,$42124.00,$50220.00,$62200.00,$74882.00
"Iowa City, IA Metropolitan Statistical Area",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",,Hourly wage,,,,,,,,
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",420,Annual wage or salary,$51430.00,$38885.00,$57703.00,$35275.00,$42650.00,$51454.00,$60268.00,$68352.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",420,Hourly wage,,,,,,,,
IWD Region 08 (Carroll Area),25-2022,"Middle School Teachers, Except Special and Career/Technical Education",,Annual wage or salary,$59424.00,$45301.00,$66485.00,$43230.00,$48213.00,$58032.00,$71118.00,$79455.00
IWD Region 08 (Carroll Area),25-2022,"Middle School Teachers, Except Special and Career/Technical Education",,Hourly wage,,,,,,,,
IWD Region 09 (Davenport Area),25-2022,"Middle School Teachers, Except Special and Career/Technical Education",,Annual wage or salary,$58621.00,$43540.00,$66162.00,$40946.00,$50154.00,$58230.00,$68377.00,$79767.00
IWD Region 09 (Davenport Area),25-2022,"Middle School Teachers, Except Special and Career/Technical Education",,Hourly wage,,,,,,,,
IWD Region 3/4 (Spencer Area),25-2022,"Middle School Teachers, Except Special and Career/Technical Education",,Annual wage or salary,$52646.00,$37772.00,$60082.00,$33919.00,$42006.00,$53252.00,$62872.00,$73854.00
IWD Region 3/4 (Spencer Area),25-2022,"Middle School Teachers, Except Special and Career/Technical Education",,Hourly wage,,,,,,,,
IWD Region 05 (Ft Dodge-Webster City Area),25-2022,"Middle School Teachers, Except Special and Career/Technical Education",,Annual wage or salary,$57663.00,$42884.00,$65052.00,$40787.00,$48131.00,$57122.00,$65588.00,$78109.00
IWD Region 05 (Ft Dodge-Webster City Area),25-2022,"Middle School Teachers, Except Special and Career/Technical Education",,Hourly wage,,,,,,,,
IWD Region 07 (Waterloo Area),25-2022,"Middle School Teachers, Except Special and Career/Technical Education",240,Annual wage or salary,$75366.00,$52778.00,$86661.00,$45091.00,$62099.00,$78720.00,$93293.00,$101473.00
IWD Region 07 (Waterloo Area),25-2022,"Middle School Teachers, Except Special and Career/Technical Education",240,Hourly wage,,,,,,,,
IWD Region 01 (Dubuque-Decorah Area),25-2022,"Middle School Teachers, Except Special and Career/Technical Education",450,Annual wage or salary,$50987.00,$35095.00,$58933.00,$32659.00,$38707.00,$50585.00,$61949.00,$73671.00
IWD Region 01 (Dubuque-Decorah Area),25-2022,"Middle School Teachers, Except Special and Career/Technical Education",450,Hourly wage,,,,,,,,
"Sioux City, IA-NE-SD Metropolitan Statistical Area",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",280,Hourly wage,,,,,,,,
IWD Region 12 (Sioux City Area),25-2022,"Middle School Teachers, Except Special and Career/Technical Education",190,Annual wage or salary,$59979.00,$44744.00,$67596.00,$41599.00,$50458.00,$60387.00,$71323.00,$79015.00
IWD Region 12 (Sioux City Area),25-2022,"Middle School Teachers, Except Special and Career/Technical Education",190,Hourly wage,,,,,,,,
IWD Region 13 (Council Bluffs Area),25-2022,"Middle School Teachers, Except Special and Career/Technical Education",590,Annual wage or salary,$52595.00,$40580.00,$58603.00,$37726.00,$45279.00,$53948.00,$60328.00,$64485.00
IWD Region 13 (Council Bluffs Area),25-2022,"Middle School Teachers, Except Special and Career/Technical Education",590,Hourly wage,,,,,,,,
IWD Region 11 (Des Moines Area),25-2022,"Middle School Teachers, Except Special and Career/Technical Education",1860,Annual wage or salary,$59194.00,$41150.00,$68217.00,$39897.00,$48239.00,$59143.00,$71638.00,$81078.00
IWD Region 11 (Des Moines Area),25-2022,"Middle School Teachers, Except Special and Career/Technical Education",1860,Hourly wage,,,,,,,,
IWD Region 10 (Cedar Rapids-Iowa City Area),25-2022,"Middle School Teachers, Except Special and Career/Technical Education",990,Annual wage or salary,$53939.00,$40190.00,$60813.00,$36932.00,$43444.00,$52381.00,$63596.00,$75388.00
IWD Region 10 (Cedar Rapids-Iowa City Area),25-2022,"Middle School Teachers, Except Special and Career/Technical Education",990,Hourly wage,,,,,,,,
Iowa,25-2023,"Career/Technical Education Teachers, Middle School",30,Annual wage or salary,$49618.00,$43645.00,$52604.00,$41192.00,$43935.00,$48507.00,$54254.00,$62699.00
Iowa,25-2023,"Career/Technical Education Teachers, Middle School",30,Hourly wage,,,,,,,,
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",600,Annual wage or salary,$59882.00,$43973.00,$67837.00,$41318.00,$48776.00,$58901.00,$71247.00,$81005.00
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",600,Hourly wage,,,,,,,,
"Des Moines, IA Metropolitan Statistical Area",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",2170,Annual wage or salary,$60008.00,$42580.00,$68722.00,$39030.00,$48579.00,$59766.00,$72370.00,$81478.00
"Des Moines, IA Metropolitan Statistical Area",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",2170,Hourly wage,,,,,,,,
"Ames, IA Metropolitan Statistical Area",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",190,Annual wage or salary,$60151.00,$44263.00,$68095.00,$40332.00,$51069.00,$61396.00,$72480.00,$79545.00
"Ames, IA Metropolitan Statistical Area",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",190,Hourly wage,,,,,,,,
"Cedar Rapids, IA Metropolitan Statistical Area",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",980,Annual wage or salary,$53929.00,$40048.00,$60869.00,$37082.00,$44569.00,$54366.00,$62812.00,$73435.00
"Cedar Rapids, IA Metropolitan Statistical Area",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",980,Hourly wage,,,,,,,,
Iowa,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",12030,Annual wage or salary,$54359.00,$38966.00,$62055.00,$35561.00,$43450.00,$54287.00,$63617.00,$75959.00
Iowa,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",12030,Hourly wage,,,,,,,,
Southeast Iowa,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",2310,Annual wage or salary,$55195.00,$41076.00,$62255.00,$38466.00,$45218.00,$54857.00,$63858.00,$75276.00
Southeast Iowa,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",2310,Hourly wage,,,,,,,,
Northeast Iowa,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",810,Annual wage or salary,$50968.00,$37970.00,$57467.00,$34552.00,$41893.00,$51274.00,$60354.00,$68635.00
Northeast Iowa,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",810,Hourly wage,,,,,,,,
Southwest Iowa,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",710,Annual wage or salary,$52493.00,$37646.00,$59916.00,$34781.00,$41664.00,$52002.00,$62118.00,$74623.00
Southwest Iowa,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",710,Hourly wage,,,,,,,,
Northwest Iowa,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1750,Annual wage or salary,$49068.00,$35214.00,$55996.00,$33237.00,$38814.00,$50287.00,$58956.00,$64036.00
Northwest Iowa,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1750,Hourly wage,,,,,,,,
"Sioux City, IA-NE-SD Metropolitan Statistical Area",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",280,Annual wage or salary,$53700.00,$39907.00,$60597.00,$36305.00,$44000.00,$54357.00,$61842.00,$71381.00
"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",580,Annual wage or salary,$54809.00,$37856.00,$63286.00,$34260.00,$42979.00,$54717.00,$65863.00,$77419.00
"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",580,Hourly wage,,,,,,,,
"Dubuque, IA Metropolitan Statistical Area",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",640,Annual wage or salary,$50871.00,$36502.00,$58056.00,$33393.00,$40620.00,$51550.00,$59936.00,$68126.00
"Dubuque, IA Metropolitan Statistical Area",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",640,Hourly wage,,,,,,,,
"Iowa City, IA Metropolitan Statistical Area",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",420,Annual wage or salary,$55031.00,$37220.00,$63937.00,$33755.00,$41179.00,$53903.00,$66777.00,$80085.00
"Iowa City, IA Metropolitan Statistical Area",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",420,Hourly wage,,,,,,,,
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",590,Annual wage or salary,$49356.00,$35543.00,$56262.00,$32762.00,$39638.00,$48370.00,$59011.00,$68004.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",590,Hourly wage,,,,,,,,
IWD Region 08 (Carroll Area),25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",,Annual wage or salary,$48030.00,$35093.00,$54499.00,$30245.00,$40551.00,$50215.00,$57669.00,$62050.00
IWD Region 08 (Carroll Area),25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",,Hourly wage,,,,,,,,
IWD Region 09 (Davenport Area),25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1540,Annual wage or salary,$58071.00,$44182.00,$65016.00,$41734.00,$48617.00,$57447.00,$67313.00,$77581.00
IWD Region 09 (Davenport Area),25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1540,Hourly wage,,,,,,,,
IWD Region 3/4 (Spencer Area),25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",590,Annual wage or salary,$48692.00,$34756.00,$55661.00,$32601.00,$38801.00,$50515.00,$58794.00,$63617.00
IWD Region 3/4 (Spencer Area),25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",590,Hourly wage,,,,,,,,
IWD Region 05 (Ft Dodge-Webster City Area),25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",,Annual wage or salary,$51685.00,$37305.00,$58875.00,$34814.00,$39571.00,$52890.00,$61031.00,$68847.00
IWD Region 05 (Ft Dodge-Webster City Area),25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",,Hourly wage,,,,,,,,
IWD Region 07 (Waterloo Area),25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",710,Annual wage or salary,$53746.00,$37723.00,$61758.00,$34053.00,$42744.00,$53466.00,$63857.00,$76174.00
IWD Region 07 (Waterloo Area),25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",710,Hourly wage,,,,,,,,
IWD Region 01 (Dubuque-Decorah Area),25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1160,Annual wage or salary,$50829.00,$37163.00,$57662.00,$33971.00,$41111.00,$51403.00,$60002.00,$67384.00
IWD Region 01 (Dubuque-Decorah Area),25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1160,Hourly wage,,,,,,,,
IWD Region 02 (Mason City Area),25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",150,Annual wage or salary,$53146.00,$38685.00,$60376.00,$34973.00,$42586.00,$53444.00,$63050.00,$73943.00
IWD Region 02 (Mason City Area),25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",150,Hourly wage,,,,,,,,
IWD Region 15 (Ottumwa Area),25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",740,Annual wage or salary,,,,,,,,
IWD Region 15 (Ottumwa Area),25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",740,Hourly wage,,,,,,,,
IWD Region 16 (Burlington-Ft Madison Area),25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",470,Annual wage or salary,$54515.00,$40898.00,$61323.00,$37539.00,$44944.00,$54687.00,$63290.00,$73792.00
IWD Region 16 (Burlington-Ft Madison Area),25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",470,Hourly wage,,,,,,,,
IWD Region 12 (Sioux City Area),25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",680,Annual wage or salary,$49679.00,$36969.00,$56033.00,$34347.00,$40187.00,$50260.00,$58853.00,$64063.00
IWD Region 12 (Sioux City Area),25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",680,Hourly wage,,,,,,,,
IWD Region 14 (Creston Area),25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",290,Annual wage or salary,$55962.00,$39892.00,$63997.00,$36193.00,$45087.00,$56118.00,$65199.00,$77396.00
IWD Region 14 (Creston Area),25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",290,Hourly wage,,,,,,,,
IWD Region 13 (Council Bluffs Area),25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",930,Annual wage or salary,$50063.00,$35940.00,$57124.00,$33416.00,$39932.00,$48775.00,$59867.00,$70903.00
IWD Region 13 (Council Bluffs Area),25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",930,Hourly wage,,,,,,,,
IWD Region 11 (Des Moines Area),25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",2320,Annual wage or salary,$60054.00,$42337.00,$68912.00,$38623.00,$48448.00,$60103.00,$72633.00,$81336.00
IWD Region 11 (Des Moines Area),25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",2320,Hourly wage,,,,,,,,
IWD Region 10 (Cedar Rapids-Iowa City Area),25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1450,Annual wage or salary,$54001.00,$39164.00,$61420.00,$35671.00,$43498.00,$53910.00,$63243.00,$75237.00
IWD Region 10 (Cedar Rapids-Iowa City Area),25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1450,Hourly wage,,,,,,,,
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical",25-2032,"Career/Technical Education Teachers, Secondary School",30,Annual wage or salary,$61919.00,$48024.00,$68867.00,$44433.00,$50980.00,$59490.00,$71383.00,$86586.00
